"x","y","id","Deciduous","Evergreen","Mixed","Shrub","Crops","WoodyWetland","Developed","Open","Herb","Forest","MinT","Rain"
376480.31401918,641388.128907669,13,0,0.0215827338129496,0,0,0,0,0,0,0,0.0215827338129496,11.3653688415616,106.029980231731
494296.783862238,600075.695013753,14,0.6875,0,0.256944444444444,0,0,0.00694444444444444,0,0.0486111111111111,0,0.944444444444444,11.7020115059696,102.89720058532
688688.433716212,516460.048237978,15,0,0,0,0,0.474452554744526,0.124087591240876,0,0.401459854014599,0,0,12.2222100087002,89.664323930257
497418.060635209,416068.728574997,16,0.237410071942446,0.0359712230215827,0,0,0,0.280575539568345,0,0.122302158273381,0.323741007194245,0.273381294964029,13.12787725962,113.111699754869
500538.132864948,373787.439266573,17,0.474820143884892,0,0.00719424460431655,0,0.431654676258993,0,0.0215827338129496,0.0647482014388489,0,0.482014388489209,14.0319593907613,116.22199158756
619639.112143764,514884.948454222,18,0.598540145985402,0.0656934306569343,0,0,0,0.226277372262774,0,0.109489051094891,0,0.664233576642336,11.7056875715797,91.1987394916646
575528.300163739,572168.637708655,19,0.072463768115942,0,0.210144927536232,0,0,0.666666666666667,0,0,0.0507246376811594,0.282608695652174,11.3148046501849,99.9498504390828
386584.532375505,464180.490539532,20,0.143884892086331,0,0,0,0.539568345323741,0,0,0.316546762589928,0,0.143884892086331,13.8759151905135,110.856726862686
647018.927935059,481620.589746646,21,0.0507246376811594,0,0,0,0.449275362318841,0.072463768115942,0,0.420289855072464,0.0072463768115942,0.0507246376811594,13.0035066608279,96.6291207982032
678536.879366639,351263.942987567,22,0.172661870503597,0,0,0,0.410071942446043,0.39568345323741,0,0.0215827338129496,0,0.172661870503597,14.1810255998721,92.7801047007664
456170.95089096,343407.053024924,23,0.2,0,0,0.0214285714285714,0.5,0,0.0214285714285714,0.257142857142857,0,0.2,14.2251315633142,114.9688671062
648104.967436639,453938.121745869,24,0.0143884892086331,0,0,0,0.503597122302158,0.0143884892086331,0.107913669064748,0.359712230215827,0,0.0143884892086331,13.8803291431818,100.500684123774
569271.881591642,585374.203337502,25,0.0575539568345324,0.100719424460432,0.00719424460431655,0,0.654676258992806,0.0935251798561151,0.0575539568345324,0.0287769784172662,0,0.165467625899281,11.337185279876,99.6635597746208
716653.107524601,459144.003134486,26,0,0,0,0,0.539007092198582,0.0354609929078014,0,0.404255319148936,0.0212765957446809,0,13.6739336507315,89.4516268214355
663882.643611433,338258.22519652,27,0,0,0,0,0.624113475177305,0.049645390070922,0.0780141843971631,0.212765957446809,0.0354609929078014,0,14.091177634865,101.143695177478
417065.247613197,492257.785986628,28,0.579710144927536,0,0,0,0.420289855072464,0,0,0,0,0.579710144927536,13.9809326599597,103.637427548104
520284.925921933,299809.845590143,29,0.0359712230215827,0,0,0,0.827338129496403,0,0.0575539568345324,0.0287769784172662,0.0503597122302158,0.0359712230215827,14.48962747921,116.023265548837
485270.838264969,404956.115683997,30,0.0212765957446809,0.290780141843972,0.234042553191489,0,0.00709219858156028,0.24822695035461,0,0,0.198581560283688,0.546099290780142,13.2093116175086,113.840006785161
713355.150138214,424069.136379595,31,0,0,0,0,0.407142857142857,0,0,0.592857142857143,0,0,13.7611572934914,87.6133729597619
590048.892361761,350675.738398946,32,0.222222222222222,0,0,0,0.645833333333333,0,0,0.104166666666667,0.0277777777777778,0.222222222222222,14.4728542798959,109.428923658418
459220.689280397,356218.462715976,33,0.780141843971631,0,0,0,0.127659574468085,0,0,0.0921985815602837,0,0.780141843971631,14.4915440958469,113.696453155007
513873.529204383,358370.1594653,34,0.892086330935252,0,0,0,0.0143884892086331,0,0,0.0935251798561151,0,0.892086330935252,14.6435401402252,117.75066083162
517376.294455925,396852.169280987,35,0.0928571428571429,0.25,0.0785714285714286,0.107142857142857,0.142857142857143,0,0.05,0.114285714285714,0.164285714285714,0.421428571428571,13.7628669700734,114.252649128061
470617.324992294,278056.555239449,36,0,0,0,0,0.449275362318841,0,0.13768115942029,0.41304347826087,0,0,14.8052022231802,119.102623031843
653484.994230782,395960.622367256,37,0,0,0,0,0,0,0,0,0,0,14.8588196525764,98.8429525779662
360961.855061234,490055.31332723,38,0.391304347826087,0,0,0,0.282608695652174,0,0.0217391304347826,0.304347826086957,0,0.391304347826087,14.0134993345238,108.072807048724
377986.191770353,569139.887269909,39,0.131386861313869,0,0,0,0,0,0.0072992700729927,0.861313868613139,0,0.131386861313869,12.8520479676431,104.431508260175
589227.290096293,446060.513913248,40,0.294964028776978,0.0863309352517986,0.107913669064748,0,0,0.410071942446043,0,0.100719424460432,0,0.489208633093525,13.350653287015,102.492325209859
575223.287290824,330242.794834388,41,0.517730496453901,0,0,0,0.482269503546099,0,0,0,0,0.517730496453901,14.6750336522653,116.778061562687
621447.107305705,327687.622728343,42,0,0,0,0,0.907801418439716,0,0.0212765957446809,0.0709219858156028,0,0,14.6064738393794,112.711321750694
476049.438461904,345913.686910697,43,0.0208333333333333,0,0,0.00694444444444444,0.1875,0,0.0277777777777778,0.659722222222222,0.0972222222222222,0.0208333333333333,14.0685229425946,116.518085067207
684169.816647279,328931.11836994,44,0.36231884057971,0,0,0,0.347826086956522,0.289855072463768,0,0,0,0.36231884057971,14.3955289967133,96.1000266415477
598918.135481228,509268.780219549,45,0.0283687943262411,0,0,0,0.687943262411348,0.0425531914893617,0,0.24113475177305,0,0.0283687943262411,11.9586482615501,94.0609419573311
473155.029058976,657820.644219915,46,1,0,0,0,0,0,0,0,0,1,11.3407752210308,102.1666052247
653436.160939512,235649.764628363,47,0.319148936170213,0,0.0354609929078014,0,0.184397163120567,0,0.0141843971631206,0.184397163120567,0.113475177304965,0.354609929078014,14.993142717498,97.4939045658622
414067.148579645,581876.272988387,48,0.868613138686131,0,0,0,0,0.072992700729927,0,0.0583941605839416,0,0.868613138686131,10.7902298332171,112.109369244774
471591.365650306,332299.471171118,49,0,0,0,0,0.671428571428571,0,0,0.328571428571429,0,0,14.5613592828714,115.939494969012
655789.68949399,489812.175778827,50,0.323741007194245,0,0.0143884892086331,0,0.201438848920863,0.266187050359712,0,0,0.0359712230215827,0.338129496402878,12.9822120564657,96.1924478749359
689684.252741577,443543.553879366,51,0,0,0,0,0.100719424460432,0,0.136690647482014,0.762589928057554,0,0,14.1798276536435,95.7082289129064
453758.163500593,521585.948491064,52,0.0357142857142857,0,0,0,0.85,0,0.00714285714285714,0.107142857142857,0,0.0357142857142857,12.5162846623219,101.776746264365
432091.236477855,339112.345500291,53,0.113475177304965,0,0,0,0.780141843971631,0,0.0354609929078014,0.0709219858156028,0,0.113475177304965,15.3766200745856,115.569906177227
383401.513772318,640900.589055448,54,0.765957446808511,0.198581560283688,0,0.0354609929078014,0,0,0,0,0,0.964539007092199,11.3747979834206,106.342408664097
624528.264280774,232284.220352592,55,0,0,0,0,0.820143884892086,0,0.158273381294964,0.0215827338129496,0,0,15.0071330325281,104.23837295594
450798.751912901,599578.084905246,56,1,0,0,0,0,0,0,0,0,1,11.4448015314821,107.821225847088
581985.1679181,234891.216600274,57,0.0144927536231884,0,0,0,0.884057971014493,0,0.0507246376811594,0.0507246376811594,0,0.0144927536231884,15.1227808419963,108.686179439513
505545.311761793,506492.913985499,58,0,0,0,0,0.971223021582734,0,0,0.0287769784172662,0,0,12.6111137535615,101.369495151447
442855.123427893,468626.046412374,59,0.887323943661972,0,0.028169014084507,0,0,0.0845070422535211,0,0,0,0.915492957746479,13.508339319376,106.073616411451
537754.730865432,571096.100927545,60,0,0.131386861313869,0.0802919708029197,0,0,0.554744525547445,0.0437956204379562,0.0437956204379562,0.145985401459854,0.211678832116788,11.4871521818339,97.0793284712524
670509.522458624,337387.665088196,61,0,0,0,0,0.181159420289855,0,0.22463768115942,0.449275362318841,0.144927536231884,0,14.0236307956124,98.7368305073022
511421.813171845,415086.56714143,62,0.342857142857143,0.0285714285714286,0,0,0.121428571428571,0.421428571428571,0,0,0.0357142857142857,0.371428571428571,13.5072315039101,110.084439496379
537430.333885801,588691.690702042,63,0.191489361702128,0.0709219858156028,0.269503546099291,0.00709219858156028,0,0.184397163120567,0.00709219858156028,0.0354609929078014,0.234042553191489,0.531914893617021,11.4589401674053,99.6545136933024
552716.500990777,306003.119135261,64,0.0863309352517986,0,0,0,0.223021582733813,0,0,0.683453237410072,0.00719424460431655,0.0863309352517986,14.5721167675359,114.894696706682
466091.035446553,498308.067584246,65,0,0,0,0,0.671428571428571,0,0,0,0.328571428571429,0,12.9963359239199,105.528814731665
575548.456983777,407154.992577111,66,0.151079136690647,0.0143884892086331,0,0,0.834532374100719,0,0,0,0,0.165467625899281,13.6746059267468,105.836938671267
442097.832950407,603185.53731032,67,0.456521739130435,0,0.036231884057971,0,0,0.384057971014493,0.0072463768115942,0.115942028985507,0,0.492753623188406,11.5289682273843,108.951934441342
571527.336185222,547553.393209474,68,0.181159420289855,0,0.405797101449275,0,0,0.202898550724638,0,0.210144927536232,0,0.58695652173913,11.3369759778336,97.82382243372
603162.144906446,403636.515822139,69,0,0,0,0,0.1,0.1,0.0642857142857143,0.6,0.135714285714286,0,14.3934948197361,100.104957080793
356076.20547085,627704.593875641,70,0.60431654676259,0,0.244604316546763,0,0,0.151079136690647,0,0,0,0.848920863309353,12.0913562699627,104.751298029098
521435.761816928,343972.859371452,71,0.381294964028777,0,0,0,0.151079136690647,0,0,0.467625899280576,0,0.381294964028777,14.4562077384764,123.631379492442
352778.991809972,654706.236898602,72,0.760869565217391,0,0.0507246376811594,0.0144927536231884,0,0.173913043478261,0,0,0,0.811594202898551,10.9558380674928,108.477238166364
459126.118529969,674153.72634927,73,0.709219858156028,0,0.276595744680851,0.0141843971631206,0,0,0,0,0,0.985815602836879,11.3559283314852,95.0467079047555
714191.935822154,448569.234182998,74,0.072463768115942,0,0,0.0869565217391304,0.340579710144928,0.072463768115942,0,0.427536231884058,0,0.072463768115942,13.5924268824399,89.6130999331759
669746.663001706,452591.294187718,75,0.735714285714286,0,0,0,0,0.207142857142857,0.0571428571428571,0,0,0.735714285714286,13.869505291271,95.7097501403263
493854.209983599,659616.544140613,76,0.992753623188406,0.0072463768115942,0,0,0,0,0,0,0,1,11.4923181749905,99.500105302003
388984.051313348,644502.652791383,77,0.202898550724638,0.166666666666667,0.630434782608696,0,0,0,0,0,0,1,11.4186609921331,106.316818886188
356602.360952539,682137.282527118,78,0.656934306569343,0,0.0364963503649635,0.0364963503649635,0,0.0364963503649635,0,0.233576642335766,0,0.693430656934306,10.582623451408,101.059644187899
335412.114073342,502799.970707383,79,0,0,0,0,0.735714285714286,0,0.0142857142857143,0.185714285714286,0.0642857142857143,0,13.647627223603,111.833204962012
632421.093171368,237420.123746685,80,0.555555555555556,0,0,0,0.326388888888889,0,0.00694444444444444,0.111111111111111,0,0.555555555555556,14.953258732451,102.976009367979
337404.148549019,559881.636806363,81,0,0,0,0,0.666666666666667,0.049645390070922,0,0.283687943262411,0,0,13.7835294195258,105.903183113108
625053.793537177,351426.518959999,82,0,0,0,0,0.75,0,0.0857142857142857,0.164285714285714,0,0,14.6711336617266,107.183484793685
401988.513921178,609693.709222071,83,0.561151079136691,0,0.0503597122302158,0.100719424460432,0,0.287769784172662,0,0,0,0.611510791366906,11.6942810084339,104.051170532999
388462.761026805,599896.152275108,84,0,0.828571428571429,0.0928571428571429,0,0,0.0785714285714286,0,0,0,0.921428571428571,12.2044349399285,106.388159543238
743598.900952918,518914.086274984,85,0.239130434782609,0,0.166666666666667,0,0,0.326086956521739,0,0.260869565217391,0.0072463768115942,0.405797101449275,12.8757151025353,84.5564719219549
646526.710323415,553453.934691033,86,1,0,0,0,0,0,0,0,0,1,11.132375983461,93.6443716404109
388415.578934507,438001.664471662,87,0.864285714285714,0,0,0,0.135714285714286,0,0,0,0,0.864285714285714,13.7125408365454,113.662560322754
426319.125495418,408288.070185635,88,0,0,0,0,0.884057971014493,0,0,0.0144927536231884,0.101449275362319,0,14.2990647758071,110.435316461098
587648.16113585,427636.287956962,89,0.280575539568345,0,0,0,0.525179856115108,0,0.0431654676258993,0.151079136690647,0,0.280575539568345,13.7634212282929,103.948448897615
331108.882987446,541923.25610343,90,0.318840579710145,0,0.0652173913043478,0,0,0,0.0217391304347826,0.268115942028986,0,0.384057971014493,13.9816244011758,106.823504548043
693966.244390044,364821.15236107,91,0,0,0,0.0431654676258993,0.474820143884892,0.194244604316547,0.136690647482014,0.151079136690647,0,0,14.050201040451,90.6533768190474
361313.529794769,547116.506420279,92,0.278571428571429,0,0,0,0,0,0,0.721428571428571,0,0.278571428571429,13.4288071718019,104.877761684882
461210.265655863,384925.172007229,93,0.258992805755396,0.287769784172662,0,0,0,0.143884892086331,0,0,0.309352517985612,0.546762589928057,13.600456430212,115.575965226769
401967.37439213,692958.631115904,94,0.652482269503546,0.0212765957446809,0.326241134751773,0,0,0,0,0,0,1,11.0123998722124,94.7435400666926
315411.566121488,603171.86061571,95,0.306569343065693,0,0,0,0,0.0218978102189781,0,0.0948905109489051,0.576642335766423,0.306569343065693,12.9834721876847,104.884453303142
540349.19163287,240361.043763885,96,0.0928571428571429,0,0,0,0.192857142857143,0,0.0214285714285714,0.692857142857143,0,0.0928571428571429,14.743338824277,116.851446884895
621967.855121826,303231.833934018,97,0.0571428571428571,0,0,0,0.428571428571429,0,0.235714285714286,0.107142857142857,0.171428571428571,0.0571428571428571,14.8762108239675,118.641065605513
378356.081140413,666464.046633491,98,0.107142857142857,0.0285714285714286,0.128571428571429,0.128571428571429,0,0.435714285714286,0.00714285714285714,0.1,0.0642857142857143,0.264285714285714,11.2526375906539,104.8344056031
538520.227660188,399341.964583615,99,0.00714285714285714,0.735714285714286,0.00714285714285714,0,0,0,0.0214285714285714,0.05,0.178571428571429,0.75,13.4937820255443,113.814728445388
450177.066980764,479220.77433316,100,1,0,0,0,0,0,0,0,0,1,13.4808496794816,105.399366874772
485936.585227022,588950.993664972,101,0.463768115942029,0,0.188405797101449,0,0,0.333333333333333,0,0,0.0144927536231884,0.652173913043478,11.8364697539075,102.142317746348
704380.903974628,511105.436664097,102,0.0567375886524823,0,0,0,0,0.49645390070922,0.120567375886525,0.170212765957447,0.156028368794326,0.0567375886524823,13.0302434950298,88.5971227273835
568167.099145101,497392.309723001,103,0,0,0,0,0.928057553956835,0,0.0143884892086331,0.0575539568345324,0,0,12.4360310422037,98.8478522069643
356531.970243015,666053.773898243,104,0.899280575539568,0,0,0.0935251798561151,0,0.00719424460431655,0,0,0,0.899280575539568,10.8701398294649,107.542951347599
558529.574851803,527284.521600313,105,0.611510791366906,0,0,0,0,0.330935251798561,0,0.0575539568345324,0,0.611510791366906,11.9529994817951,97.5025117965016
518550.281103159,601213.486818436,106,0.431654676258993,0,0.0215827338129496,0.0359712230215827,0,0.18705035971223,0,0,0.323741007194245,0.453237410071942,11.4771596181602,100.556887459792
558114.854057721,358648.266445557,107,0.442028985507246,0,0,0,0.405797101449275,0,0.0217391304347826,0.130434782608696,0,0.442028985507246,14.2570041908209,114.836743944652
506966.053300108,317961.642091881,108,1,0,0,0,0,0,0,0,0,1,14.3353126760453,117.755500063699
632975.732388521,427337.801766155,109,0.0138888888888889,0,0,0,0.763888888888889,0,0,0.222222222222222,0,0.0138888888888889,14.6264332608909,101.719249543473
366317.805484631,504132.962676095,110,0.0434782608695652,0,0,0,0.217391304347826,0.702898550724638,0,0,0.036231884057971,0.0434782608695652,14.0971830812368,110.359225386624
508978.448948846,581572.406310338,111,0.202898550724638,0,0.188405797101449,0,0,0.608695652173913,0,0,0,0.391304347826087,11.1668153869205,100.398660689865
374766.347690449,453920.520111807,112,0.426573426573427,0,0,0.153846153846154,0.41958041958042,0,0,0,0,0.426573426573427,14.1856639489297,112.099350491384
465168.226766068,470805.08564172,113,0.342857142857143,0,0,0,0.607142857142857,0.0285714285714286,0,0,0.0214285714285714,0.342857142857143,13.1225766367948,107.006102618003
632133.824159607,527905.462911272,114,0.228571428571429,0.214285714285714,0.128571428571429,0,0,0.364285714285714,0,0.0642857142857143,0,0.571428571428571,11.5685856856753,92.0205277409947
614205.167573713,418471.327375304,115,0.434782608695652,0,0,0,0.0144927536231884,0,0,0.514492753623188,0.036231884057971,0.434782608695652,14.4808304208805,101.902220041418
600752.162142368,308988.961210995,116,0,0,0,0,0.631944444444444,0,0,0.368055555555556,0,0,14.9360717184027,113.137784566649
486243.820535862,501192.140367357,117,0.340579710144928,0,0,0,0.63768115942029,0,0,0.0217391304347826,0,0.340579710144928,12.7236656458297,105.680651355186
387430.701149179,491609.3068973,118,0.178571428571429,0.0714285714285714,0,0,0.714285714285714,0,0,0.0357142857142857,0,0.25,13.9035936857457,106.354788074089
691270.109751435,273668.472338023,119,0.0357142857142857,0,0,0,0,0,0.564285714285714,0.392857142857143,0.00714285714285714,0.0357142857142857,15.6563341499851,96.6585422139786
348973.37106482,593903.748830722,120,0.661870503597122,0,0.0143884892086331,0,0,0.165467625899281,0,0,0.158273381294964,0.676258992805755,12.950138077215,105.008543644939
440476.459230426,316261.570338688,121,0.843971631205674,0,0,0,0,0,0,0.156028368794326,0,0.843971631205674,15.1096849094856,116.348470825991
545180.209152213,337010.570897776,122,0.2,0.0214285714285714,0,0.0285714285714286,0.235714285714286,0,0,0.357142857142857,0.157142857142857,0.221428571428571,14.5623576394777,119.508504826186
469756.473669737,580620.282047098,123,0.564285714285714,0,0.185714285714286,0,0,0.25,0,0,0,0.75,11.8938900602102,102.40639058234
448539.567406446,710971.922907568,124,0.905797101449275,0,0.072463768115942,0.0217391304347826,0,0,0,0,0,0.978260869565217,10.5032958891662,97.2236959306025
368737.740362586,461375.516788489,125,0.342857142857143,0,0,0.00714285714285714,0.592857142857143,0,0,0.0571428571428571,0,0.342857142857143,14.4685993156518,109.559487688719
528776.659084931,421217.222487102,126,0,0,0,0,0,0.328467153284672,0,0,0.0656934306569343,0,13.4205038426071,107.062505294107
620399.732126118,442469.698271169,127,0.372262773722628,0,0,0,0.109489051094891,0.160583941605839,0,0.357664233576642,0,0.372262773722628,13.8264377129688,102.329951528945
670877.417201569,531360.267187744,128,0.85,0,0.0571428571428571,0,0,0.0928571428571429,0,0,0,0.907142857142857,11.667976526175,89.9221280285535
640792.130704148,536242.348186176,129,0.885714285714286,0,0,0,0,0.114285714285714,0,0,0,0.885714285714286,11.3905815334425,91.5863494809489
482000.0226553,329864.685970044,130,0.0144927536231884,0,0,0,0.891304347826087,0,0.036231884057971,0.0434782608695652,0.0144927536231884,0.0144927536231884,14.0708992945401,118.213342674853
563743.51762738,458946.632514513,131,0.260869565217391,0.311594202898551,0,0,0.239130434782609,0.188405797101449,0,0,0,0.572463768115942,13.3261800539993,102.18478106354
663186.495956441,255313.124444588,132,0.0935251798561151,0,0,0,0.906474820143885,0,0,0,0,0.0935251798561151,14.8666527549023,97.8697967588777
728624.622917914,481562.19233934,133,0,0,0,0,0.111888111888112,0.258741258741259,0.020979020979021,0.223776223776224,0.384615384615385,0,13.4480251825774,88.874245874947
382671.868153948,512779.715161859,134,0.0652173913043478,0,0,0,0.652173913043478,0,0,0.282608695652174,0,0.0652173913043478,13.7818412606613,105.724076440943
432314.952916814,367682.651406305,135,0.729166666666667,0.0347222222222222,0,0,0.152777777777778,0,0.00694444444444444,0.0763888888888889,0,0.763888888888889,15.0346905376473,113.292210500061
563739.936857913,594536.082070931,136,0,0,0,0,0.036231884057971,0.717391304347826,0,0,0.246376811594203,0,11.2353951133303,99.9876186647327
711637.251203195,471563.860035651,137,0,0,0,0,0.0141843971631206,0,0.0709219858156028,0.914893617021277,0,0,13.7343723591023,90.2981044930042
591501.618965119,349555.277632801,138,0,0,0,0,0.364285714285714,0,0,0.635714285714286,0,0,14.4610043485451,109.797092675793
569460.974410674,320124.632113368,139,0.0357142857142857,0,0,0,0.842857142857143,0,0,0.121428571428571,0,0.0357142857142857,14.5534108940387,117.437091407307
587808.149858079,338822.746510756,140,0.714285714285714,0,0,0.0428571428571429,0.228571428571429,0,0,0.0142857142857143,0,0.714285714285714,14.5515965491183,112.768054569919
624043.848263413,514176.456329187,141,0.236111111111111,0.173611111111111,0.0416666666666667,0,0,0.548611111111111,0,0,0,0.451388888888889,11.7838578147525,91.7816689543877
540865.367561836,509607.18328175,142,0.00714285714285714,0,0,0,0.0214285714285714,0,0,0.971428571428571,0,0.00714285714285714,12.1109802511353,99.3095180637315
394071.831268544,432368.396544579,143,0.20863309352518,0,0,0,0.244604316546763,0,0,0.546762589928058,0,0.20863309352518,14.162268758317,112.144727248046
461710.743577346,477702.973566555,144,0.0434782608695652,0,0,0,0.789855072463768,0,0.0144927536231884,0.152173913043478,0,0.0434782608695652,13.2015557669815,105.851319419326
414933.75685986,418258.194862526,145,0.748201438848921,0,0,0,0.143884892086331,0,0,0.107913669064748,0,0.748201438848921,13.9717657122887,109.886801794681
476711.596688374,296633.888577826,146,1,0,0,0,0,0,0,0,0,1,14.7434632384137,118.275730988362
441983.773759262,284203.948732504,147,0.721428571428571,0,0,0,0,0,0.00714285714285714,0.271428571428571,0,0.721428571428571,15.2540906881488,112.445025380223
422118.076784479,568294.782231901,148,0.128571428571429,0,0.0428571428571429,0,0.45,0,0.05,0.328571428571429,0,0.171428571428571,12.112028908259,104.00437804097
738783.913141307,503075.72260539,149,0.464285714285714,0,0,0,0,0,0.0857142857142857,0.45,0,0.464285714285714,13.2284615483006,87.2727352846153
486577.657917012,728476.024833557,150,0.142857142857143,0.335714285714286,0.521428571428571,0,0,0,0,0,0,1,11.2804135103759,91.4548048322195
640908.452272443,402353.284259529,151,0,0,0,0,0,0,0,0,0,0,14.9692576634206,100.893171401858
444893.651590615,470935.417465786,152,0.39568345323741,0,0.107913669064748,0,0,0.388489208633094,0,0.0935251798561151,0.0143884892086331,0.503597122302158,13.5648036590732,106.062403502154
407380.439217051,617707.434073503,153,0.268115942028986,0.217391304347826,0.0579710144927536,0,0,0.173913043478261,0,0.188405797101449,0.0942028985507246,0.543478260869565,11.4911900059965,102.572838950658
436093.456668723,273215.120842846,154,0.156028368794326,0,0,0,0.74468085106383,0,0,0.0921985815602837,0.00709219858156028,0.156028368794326,15.3275995234584,116.024678090394
414339.407104051,503685.5078392,155,0.402877697841727,0,0,0.0359712230215827,0.525179856115108,0,0,0.0359712230215827,0,0.402877697841727,14.0008212754324,103.16590727846
680306.652768627,502817.168108255,156,0.049645390070922,0,0.00709219858156028,0,0.170212765957447,0.716312056737589,0,0,0.0567375886524823,0.0567375886524823,12.9535460278181,92.1705339686583
407909.325638449,499565.03632163,157,0.0434782608695652,0,0,0,0.956521739130435,0,0,0,0,0.0434782608695652,13.8858423613081,103.456761352191
503043.151954721,445251.473732793,158,0.864285714285714,0,0,0.05,0,0,0,0,0.0857142857142857,0.864285714285714,13.1850800126027,105.656983822863
501132.176810387,614038.988465064,159,0.453237410071942,0,0.00719424460431655,0.107913669064748,0,0.431654676258993,0,0,0,0.460431654676259,11.514024096131,102.374206489629
701090.620945938,386520.248547019,160,0,0,0,0,0.921428571428571,0,0,0.0785714285714286,0,0,14.0864326877074,87.8970368092784
404640.22163747,524445.004943315,161,0.0285714285714286,0,0,0,0.778571428571429,0,0,0,0.192857142857143,0.0285714285714286,13.3001099036033,102.616561893084
565570.515739479,538154.546553012,162,0.920863309352518,0,0,0,0,0.0503597122302158,0,0.0287769784172662,0,0.920863309352518,11.4778736377871,97.5365012678225
592055.668800275,479201.77810052,163,0.179856115107914,0,0,0,0,0.820143884892086,0,0,0,0.179856115107914,12.5787188006922,96.4112910575496
610773.991047138,529267.503345019,164,1,0,0,0,0,0,0,0,0,1,11.0654136563534,92.5961962914814
512681.985346534,558218.199323389,165,0.166666666666667,0,0.731884057971015,0,0,0,0,0.101449275362319,0,0.898550724637681,11.4587903589013,99.1784612292491
467561.943936846,570559.139684385,166,0.116788321167883,0,0,0,0,0.788321167883212,0,0,0.0948905109489051,0.116788321167883,11.8208201028637,101.934705887251
359557.911960915,522119.759940668,167,0.287769784172662,0,0,0,0,0,0,0.712230215827338,0,0.287769784172662,13.4537668477557,105.794555952876
646301.899649812,429578.04846973,168,0,0,0,0,0.283687943262411,0.141843971631206,0.269503546099291,0.304964539007092,0,0,14.6265300322945,98.2620385703594
551277.837570727,305528.79340397,169,0.23021582733813,0,0,0,0.431654676258993,0,0,0.338129496402878,0,0.23021582733813,14.6136737245144,114.885510443181
424888.930610645,349659.562206865,170,0.463768115942029,0,0,0,0.369565217391304,0,0.0072463768115942,0.159420289855072,0,0.463768115942029,15.2000641172751,116.357379923987
690945.921882367,527873.54769892,171,0,0,0.0942028985507246,0,0,0.840579710144927,0,0,0.0652173913043478,0.0942028985507246,11.9451683344749,87.7312613179472
684474.66809569,304629.995312821,172,0,0,0,0,0.39568345323741,0.0719424460431655,0.143884892086331,0.388489208633094,0,0,15.5025401134884,94.7402508502954
425589.199845917,706063.777109556,173,0.278571428571429,0.0142857142857143,0.485714285714286,0,0,0.221428571428571,0,0,0,0.778571428571429,10.8743869790373,92.6754712747725
641613.969740308,490152.367237912,174,0.7,0.292857142857143,0.00714285714285714,0,0,0,0,0,0,1,12.8090834870359,96.5263764660204
685430.309900728,344563.809876173,175,0,0,0,0,0,0.0857142857142857,0.0214285714285714,0.00714285714285714,0,0,14.1527826782587,91.6664321653982
467054.259888305,467029.92235249,176,0.0215827338129496,0,0,0,0.899280575539568,0,0.0287769784172662,0.0503597122302158,0,0.0215827338129496,13.043163299011,107.968748098661
644474.626485404,467593.970302427,177,0.115107913669065,0,0,0.00719424460431655,0.0287769784172662,0.81294964028777,0,0.0359712230215827,0,0.115107913669065,13.453371659244,97.8846938866249
424144.570247004,327166.773420927,178,0.941605839416058,0,0,0,0.0583941605839416,0,0,0,0,0.941605839416058,15.2704355331501,114.862162764013
